名字,开放时间,评分,建议游玩时间,门票,来源城市
"千峡湖生态旅游度假区Qianxia Lake Eco-tourism Resort","景区9:00-16:00；游船一天两班，上午10:30,下午13:30，另外淡季区间：包含除周末、法定节假日、暑期7-8月外的工作日；旺季区间：包含周末、法定节假日、暑期7-8月。",4.5,4.5,90,丽水
"南明山景区Nanming Mountain","全年 07:00-18:30",4.6,12,7,丽水
"黄家大院Courtyard of Family Huang","冬令8:30-17:00；夏令8:30-18:00。",4.4,1.5,7,丽水
"万象山公园Wanxiangshan Park","全年 7:00-21:00",4.5,2.5,0,丽水
"龙泉山旅游区Songcheng Longquan Mountain Tourist Area","全年 08:30-17:30",4.4,108,220,丽水
"汤显祖纪念馆Tang Xianzu Memorial","周二-周日8:30-17:00，16:30停止入场；周一闭馆。",4.5,2.5,0,丽水
"东西岩景区East-West Rock Scenic Resort","7:30-17:00",4.4,3.5,40,丽水
"延庆寺塔Yanqing Temple (Southeast Gate)","全年 08:00-17:30",4.3,1,5,丽水
"举水月山村","全天开放",5,2,5,丽水
"百山祖","夏季（4月-10月）8:00-17:00,丽水
 冬季（11月-3月）8:00-16:30",4,2,80,丽水
"云中大漈Yunzhongdaji","夏季 8:30-17:30，冬季 8:30-17:00",4.3,12,20,丽水
"龙泉博物馆Longquan Museum","全年 周二-周日 08:30-18:00",4.6,2.5,0,丽水
"灵鹫寺石塔Lingjiu Temple Pagoda","8:00-18:00",4,2,0,丽水
"遂昌金矿国家矿山公园Suichang Gold Mine National Mine Park","8:00-16:30",4.3,3,116,丽水
"丽江古城Lijiang Ancient City","全天开放；详情以景区公示为准。",4.6,180,20,丽江
"玉龙雪山Jade Dragon Snow Mountain","全年 07:30-16:30",4.5,12,273,丽江
"泸沽湖Lugu Lake","全年 全天开放",4.7,12,70,丽江
"蓝月谷Blue Moon Valley","全年 08:00-16:00;中国法定节假日 08:00-16:30",4.6,3.5,226,丽江
"白沙古镇Baisha Ancient Town","全年 全天开放",4.5,12,7,丽江
"木府Mufu Palace","8:30-17:30；详情以景区公示为准。",4.7,2,20,丽江
"束河古镇Shuhe Ancient Town","全天开放",4.4,12,198,丽江
"玉龙雪山索道Yulong Snow Mountain Cableway","全年 08:00-16:00;中国法定节假日 08:00-16:30",4.4,0.5,328,丽江
"虎跳峡（丽江段）Tiger Leaping Gorge","4月-10月7:30-16:30，11月- 次年3月8:00-16:00。",4.6,2.5,6518,丽江
"黑龙潭公园Black Dragon Pool Park","2/20-12/31 07:00-19:30",3.9,2.5,4.6,丽江
"白马龙潭寺Longtan Temple","全年 全天开放",4.5,1,27.8,丽江
"万古楼Wangu Pavilion","8:30-18:00",4.4,0.75,27.8,丽江
"云杉坪Yunshanping","7:00-18:00，16:00停止售票。",4.4,2,88,丽江
"甘海子Gan Haizi","7:00-18:0",4.5,0.75,188,丽江
"长江第一湾First bay of the Yangtze River","8:00-18:00",4.2,1.5,3499,丽江
"大落水村Daluoshui Village","全年 全天开放",4.6,12,8,丽江
"里务比岛","周一至周日，全天开放",4.3,1.5,70,丽江
"观音峡Guanyin Gorge","7:30-18:30",4.2,1.5,210,丽江
"尼赛村Nisai Village","全年 全天开放",4.4,72,6,丽江
"格姆女神山","周一至周日，08：30-17：30",4.7,1.5,2018,丽江
"三江并流","全天",4,3,0,丽江
"杜鹃园","9:00-18:00",4,2,105,丽江
"科贡坊Kegongfang House, Lijiang Ancient City","全年 全天开放",4.6,0.5,0,丽江
"里务比岛Liwubi Island","全天开放",4.5,2.5,70,丽江
"束河四方街Sifang Street","全天开放",4.5,1,20,丽江
"石鼓镇Stone Drum (Shigu) Town","全年 全天开放",4.2,4,2,丽江
"清溪水库Qingxi Reservoir","全年 全天开放",4.5,1.5,800,丽江
"雪山峡谷演艺公园Snow Mountain Canyon Park","8:00-17:30",4.8,1.5,800,丽江
"东巴王国景区Dongba Wangguo Scenic Area","周一至周日08:00-17:00",4.7,1,7,丽江
"东巴谷Dongba Valley","08:30-22:00",4.2,3,800,丽江
"茶马古道安中马场Ancient Tea Route Anzhong Racecourse","全年 8:00-17:00",3.1,1.25,0,丽江
"玉柱擎天","全天",5,3,0,丽江
"泸源涯","全天",5,0.5,0,丽江
"摩梭人博物馆Mosuo Minsu Museum","全年 全天开放",4.3,1,358,丽江
"扎美寺Zhamei Temple","全年 8:00-18:00",4.1,1.5,20,丽江
"丽宁十八弯观景台Observation Deck, Lining Eighteen Bend","全年 全天开放",4.4,0.2,358,丽江
"吉意溶洞Guyi Cave","全年 9:00-17:00",4.5,2,15,丽江
"情人树Lover Tree","全年 全天开放",4.5,0.25,70,丽江
"东巴许愿风铃Dongba Aspiration Windbell","全天",3.8,0.25,30,丽江
"文峰寺Wenfeng Temple","全年 08:30-18:00",4.8,3.5,5,丽江
"千龟山Qianguishan","全年 9:00-17:30",4.4,3.5,2,丽江
"茶马古道Tea Horse Road","全天开放",3.9,2,120,丽江
"普贤寺Puxian Temple","全年 8:30-17:30",4.6,1.5,0,丽江
"方国瑜故居Fang Guoyu's Former Residence","全年 9:00-17:00",4.6,1.5,50,丽江
"金沙江三谷水景区Jinsha River Three Valley Water Scenic Area","8:00-18:00",4.3,2.5,120,丽江
"辉腾锡勒草原Huitengxile Grassland","6月1日-10月7日7:55-18:00。",4.4,72,99,乌兰察布
"辉腾锡勒黄花沟草原旅游区Huitengxile Huanghuagou Pasture Scenic Area","4/15-10/7 08:30-17:30",4.4,3.5,88,乌兰察布
"凉城岱海Daihai Sea","7:00-18:30",3.8,1.5,40,乌兰察布
"二龙什台国家森林公园Erlongshitai Forest Park","全天开放",4.7,1,20,乌兰察布
"辉腾锡勒花海景区Huitengxile Flower Sea Scenic Area","8：30-17:00",3.7,72,50,乌兰察布
"商都县古驿七台民俗历史博物馆Shangdouxian Guyiqi Tai Minsu Lishi Museum","全年 周二-周日 9:00-17:00",5,2.5,0,乌兰察布
"林胡古塞Linghu Gusai","全年 09:00-17:30",4.2,108,183,乌兰察布
"国际马术演艺小镇International Equestrian Show Town","8:30-20:00",3,12,280,乌兰察布
"新疆盐湖景区Guhya Salt Lake","10:00-22:00，19:30停止入场。",4.3,3,19.9,乌鲁木齐
"乌鲁木齐植物园Urumqi Botanical Garden","8:00-22:00。",4.6,1.5,21,乌鲁木齐
"妖魔山","8:00-19:00",4.2,5,0,乌鲁木齐
"乌鲁木齐人民广场","全天。",4.3,1.5,0,乌鲁木齐
"五彩湾Colorful bay","全年 全天开放",3.7,4.5,7,乌鲁木齐
"天山野生动物园Tianshan Mountain Wildlife Park","全年 10:00-17:00",3.8,2.5,9,乌鲁木齐
"乌鲁木齐博物馆The Urumqi Museum","全年 周二-周日 10:30-17:30",4.4,2,0,乌鲁木齐
"博格达峰Bogeda Peak","全年 全天不开放",4.5,5,109,乌鲁木齐
"菊花台Chrysanthemums Terrace","即日起至10月31日,10~19点",4.2,1.5,22.5,乌鲁木齐
"乌鲁木齐市八路军驻新疆办事处纪念馆Xinjiang Office of the Eighth Route Army","周二-周日10:30-14:00，15:30-18:30，星期一、农历除夕及正月初一、初二闭馆。",4.5,0.75,6,乌鲁木齐
"照壁山Zhaobi Mountain","全年 全天开放",4.1,2,58,乌鲁木齐
"尖峰岭国家森林公园Jianfeng (Sharp Peak) Ridge National Forest Park","全年 7:00-0:00",4.4,108,5,乐东
"乐山大佛Leshan Giant Buddha","04/01-10/07 07:30-18:30;10/08-03/31 08:00-17:30",4.5,12,80,乐山
"峨眉山Emei Mountain","全年 06:00-17:00;全年 07:00-16:00",4.6,144,370,乐山
"黑竹沟Heizhugou","全天",4.5,3.5,48,乐山
"金顶Golden Peak Temple","全天开放",4.7,2,160,乐山
"伏虎寺Fuhu Temple","8:00-16:00",4.7,1.5,160,乐山
"迎宾广场Yingbin Square","全天开放（景区开放时间6:00-18:30）",4.6,0.35,0,乐山
"峨眉山博物馆Emeishan Museum","景区现暂时停业，具体开放时间详见景区公示，原开放时间9:00-17:00",4.5,0.75,0,乐山
"一线天Yixiantian","峨眉山景区内，景区内景点开放时间7:00-18:30详见现场公示。",4.6,1.5,370,乐山
"仙峰寺Xianfeng Temple","峨眉山景区开放时间7:00-18:00",4.8,0.75,160,乐山
"洪椿坪Hongchun Plain","具体开放时间请咨询景区",4.3,1.5,160,乐山
"白龙洞Bailong Cave","全年 全天开放",4.5,1.5,160,乐山
"遇仙寺Yuxian Temple","具体开放时间请咨询景区",4.7,0.75,160,乐山
"圣积晚钟Shengji Evening Bell","7:00-18:00（随季节略有调整）",4.3,0.75,160,乐山
"息心所Xixin Temple","全天开放",4.4,1,0,乐山
"犍为文庙Qianwei Confucius Temple","9:00-18:00",4.4,1.5,15,乐山
"沐川竹海Muchuan Zhuhai","9:00-17:00。",4.5,3.5,39,乐山
"老霄顶Laoxiao Top","全年 9:00-17:00",4.5,1.5,40,乐山
"世界茉莉博览园","营业时间：09:00--18:00",3.6,6,39,乐山
"庐山风景名胜区Mount Lu Scenic Area","全天开放",4.5,108,160,九江
"五老峰Wulao Peak","具体开放时间请咨询景区",4.6,4,1,九江
"含鄱口Hanpokou","全年 08:00-16:00",4.5,1.5,50,九江
"牯岭街Guling Street","全天开放",4.5,1.5,1,九江
"芦林湖Lulin Lake","全天开放",4.6,1.5,1,九江
"如琴湖Ruqin Lake","全年 全天开放",4.6,1.5,1,九江
"花径Huajing","全天开放",4.4,1.5,1,九江
"锦绣谷Jinxiu Valley","全天开放",4.7,1.25,7,九江
"三叠泉Sandie Waterfall","5/1-8/31 07:00-17:30;9/1-4/30 07:30-17:00",4.5,2,57.5,九江
"仙人洞Fairy Cave","01/01-12/31 全天开放",4.5,1.5,1,九江
"美庐Mei Lu","具体开放时间请咨询景区",4.4,1.5,1,九江
"东林寺Donglin Temple","全年 07:30-18:00",4.7,1.5,1,九江
"石门涧Shimen Mountain Stream","7:00-18:00",4.4,2.5,42.5,九江
"庐山瀑布Lushan Waterfall","全年 全天开放",4.6,2.5,25,九江
"庐山天桥Lushan Overpass","全年 8:00-17:30",4.4,0.4,1,九江
"庐山植物园Lushan Botanical Garden","全天开放",4.5,3,3,九江
"烟水亭Yanshui Pavilion","全年 09:00-17:00",4.2,1,20,九江
"浔阳楼Xunyang Tower","全年 09:00-17:30",4.1,1,20,九江
"庐山西海主景区（原柘林湖司马码头）Zhelin Lake Scenic Area","全年 08:00-17:30",4.3,180,135,九江
"白鹿洞书院White Deer Grotto Academy","全年 07:30-18:00",4.6,1.5,35,九江
"碧龙潭Bilong Pool","7:00-17:00",4.4,1.5,19,九江
"锁江楼River-locking Tower Pagoda","全年 09:00-17:30",4.2,1.5,20,九江
"庐山东林大峡谷Lushan Donglin Canyon","7:30-17:30",4.5,1.5,35,九江
"花径公园","6:00-20:00",4,1,1,九江
"观音桥Guanyin Bridge","8:00-17:00",4.5,3.5,40,九江
"龙宫洞","8:00—17:00",3,2,80,九江
"石钟山Shizhong Mount (Stone Bell Mountain)","全年 08:00-17:30",4.4,1.5,64.2,九江
"汉阳峰Hanyang Peak",,4.4,5,4,九江
"秀峰Xiufeng Peak","8:00-16:30",4.6,3,52,九江
"云居山真如禅寺Zhenruchan Temple",,4.6,1.5,30,九江
"蟠龙洞Panlong (Dragon) Cave","8:30-17:30",4.2,1,30,云浮
"云浮爱情博物馆","10：00-22：30，22：00停止入场",4.3,2,50,云浮
"云浮市博物馆Yunfushi Museum","全年 周二-周日 9:00-17:00",4.4,2.5,0,云浮
"新兴禅域小镇旅游度假区","禅域小镇园区开放时间：9:00-22:00。 《惠能传奇》(原《六组大典》)2021年2月25日-3月31日演出时间：19:50-21:00（逢周一停演）。因不可抗力等特殊原因临时停演以另行公告为准。",4.4,12,38,云浮
"五指山热带雨林风景区Wuzhishan Tropical Rainforest","9:00-16:00",4.3,2.5,33,五指山
"五指山大峡谷漂流Grand Canyon Drifting in Wuzhishan","9/30-12/31 周六-周日 10:00-16:00;9/30-12/31 周一-周五 12:00-15:00",4.3,3,138,五指山
"花戏楼Huaxi Hall","8:00-17:30",4.5,1.5,45,亳州
"南京巷钱庄Nanjing Alley Qianzhuang","8:30-17:30；详情以景区公示为准。",4.3,3,25.5,亳州
"道德中宫Lao Tzu Memorial Hall","08:00—18:00。",4.2,1.5,20,亳州
"江宁会馆Jiangning Association","全年 8:00-18:00",4.3,1.5,14,亳州
"曹操运兵道Cao Cao Military Transport Tunnel","8:00-17:30",4.6,4,45,亳州
"魏武祠Weiwu Temple","8:00-17:30",4.2,1.5,27,亳州
"花之谷运动探险乐园","全年 09:00-17:30",3.5,2.5,38,亳州
"华佗百草园Huatuo Baicao Garden","全年8:30-17:30",4.2,1.5,10,亳州
"涡阳县老子博物馆Woyangxian Laozi Museum",,5,2.5,0,亳州
"利辛县博物馆Lixinxian Museum","全年 周二-周日 8:30-17:30",4.8,2.5,0,亳州
"沔阳小镇Mianyang Town","11/1-11/30(日场) 09:00-17:30,09:00-19:00;10/1-10/31(午后场) 14:30-21:00",4.1,1.75,57,仙桃
"梦里水乡Menglishuixiang","全年 周一-周五 08:30-17:00;全年 08:00-17:30",4.6,4,95,仙桃
"百万花海风景区Baiwanhuahai Sceneic Area","8:00-18:00",4,2.25,40,仙桃
"嘉荫恐龙国家地质公园Heilongjiang Jiayin Dinosaur National Geology Park","营业状态调整频繁，建议提前咨询景区。 开放时间：开放时间8:30-16:30，16:00停止入场。",4.3,2.5,80,伊春
"茅兰沟国家森林公园Maolangou National Park","全年 06:00-18:00",4.4,72,65,伊春
"上甘岭溪水国家森林公园Xishui National Forest Park","全年 07:30-17:00",4.5,72,40,伊春
"朗乡玉兔仙潭风景区Langxiang Yutu Xiantan Scenic Area (North Gate)","全年 全天开放",4.8,2.5,0,伊春
"兴安森林公园Xing'an Forest Park","全年 7:00-18:00",4.3,12,10,伊春
"杏花沟Xinghua Ditch","全年 全天开放",4.3,1.5,150,伊犁
"特克斯八卦城Tekesi Bagua City","全年 全天开放",4.2,12,20000,伊犁
"那拉提旅游风景区Nalati Scenic Area","1/1-4/30 10:00-19:00;5/1-12/31 08:00-20:00",4.5,108,10,伊犁
"喀赞其民俗村Kazanqi Folk-custom Village","10:00-19:30，18:00停止入场",4.5,1.5,278,伊犁
"河谷草原Hegu Grassland","全天",4.6,2,0,伊犁
"惠远古城Huiyuan Ancient City","10:00-19:30，17:00停止入场，冬季营业时间可能会有变更，具体请以景区内公示为准",4,4.5,10,伊犁
"夏塔旅游区Xiata Tourist Area","9:30-18:00",4.3,4,60,伊犁
"喀拉峻草原Kalajun Grassland","全年 08:00-20:00",4.5,108,10,伊犁
"库尔德宁景区Ku'erdening Nature Reserve","9:30-20:00",4,4.5,6,伊犁
"唐布拉风景区","全天",4.9,2,0,伊犁
"草原石人风景区Grassland Stone Human Scenic Area","7/2-12/31 10:00-19:00",4,1,80,伊犁
"雪岭云杉自然保护区","9:00-17:00",5,2,30,伊犁
"恰西森林公园Qiaxi Forest Park","每年4月20日-10月30日：10:00-18:00",4.7,12,30,伊犁
"帝锚·热岛乐园","全年 11:30-20:30",3.4,12,198,伊犁
"长鹿休闲度假村","9:30-19:00，具体以园区公布为准逢周一大舞台停演各舞台演出时间详见官网http://www.chuanloo.com/Service/time.shtml",4,0.75,150,佛山
"岭南天地Lingnan World","全年 周一,周三-周四,周日 10:00-17:00;全年 周二 10:00-21:00",4.6,2.5,7,佛山
"佛山祖庙Foshan Ancestral Temple","8:30-18:00，17:30停止售票",4.6,2.5,6,佛山
"逢简水乡Fengjian Water Town","全天开放，游船8:00-17:00",4.3,3.5,1,佛山
"西樵山风景名胜区Xiqiao Mountain Scenic Area","全年 07:30-17:30",4.4,12,52.3,佛山
"清晖园Qinghui Garden","前园8:30-17:00，清晖园博物馆（内园）9:00-17:00。",4.5,2.5,299,佛山
"梁园Liang Yuan","全年 09:00-17:00",4.4,1.5,0.3,佛山
"顺峰山公园Shunfeng Mountain Park","全年 06:00-22:30",4.6,2.5,7,佛山
"南丹山森林王国Nandanshan Discovery Park","8:30-17:30",4.8,5,95,佛山
"南海湾森林生态园Nanhai Bay Forest Ecological Park","7/2-12/31 08:00-17:00;6/23-7/1 全天不开放",4.7,4.5,18.5,佛山
"南海影视城The CCTV Nanhai Movie and TV Town","全年 08:30-18:00",4.3,5.5,86,佛山
"南风古灶Nanfeng Kiln","8:30-17:00",4.4,3,20,佛山
"南国桃园Nanguo Peach Garden","全年 08:00-12:00,14:30-17:00",4.5,72,8,佛山
"三水森林公园Sanshui Forest Park","8:30-18:00（周六、日8:00-18:00）",4.2,4,20,佛山
"荷花奇境(三水荷花世界)Lotus Flower Wonderland (Sanshui Lotus World)","每天上午9:00至下午6:00（17:00以后不兑票）",3.7,4,58,佛山
"宝林寺Baolin Temple","全年 08:00-19:00",4.6,2.5,7,佛山
"芦苞祖庙Xujiang Ancestral House","全年 7:30-17:30",4.8,1.5,7,佛山
"大旗头古村Daqitou Ancient Village","全年 全天开放",4.2,3.5,7,佛山
"佳木斯乌苏里江Jiamusi Ussuri River","全年 全天开放",4.5,2,2,佳木斯
"佳木斯市水源山公园Shuiyuanshan Park (North Gate)","景区暂时停业，详情请以景区公示为准；原开放时间夏令6:00-18:00，冬令7:30-16:00。",4.5,26.4,0,佳木斯
"黑瞎子岛Heixiazi Island","全年 08:00-18:00",4.6,3,2,佳木斯
"佳木斯失恋博物馆Jiamusi Shilian Museum","全年9:00-20:00",3.8,2,29,佳木斯
"槟榔谷Binlang Ethnic Village","全年 08:30-18:00",4.4,3.5,94,保亭
"保亭常青茶溪谷Baoting Evergreen Tea Valley","8:30-18:00；最晚取票入园时间：17:00；具体开放时间以景区公示为准。",3.8,3.5,58,保亭
"神玉岛Shenyu Island","8:30-17:30；具体开放时间以景区公示为准。",4.5,12,52,保亭
"呀诺达雨林文化旅游区Yanoda Rainforest Cultural Tourism Zone","全年 08:30-18:00",4.6,108,168,保亭
"七仙岭温泉国家森林公园Qixianling (Seven Fairies Ridge) Hot Spring National Forest Park","7:00-17:00",4.5,72,35,保亭
"七仙岭温泉","08:00-22:30",5,6,30,保亭
"白石山世界地质公园Baishishan World Geopark","8:00-18:00",4.6,12,260,保定
"白洋淀风景区Baiyang Lake","01/01-12/31 07:00-16:30",4.3,144,0.6,保定
"野三坡Ye Sanpo","全年 07:30-16:30",4.7,144,50,保定
"百里峡Bailixia","全年 07:30-17:00",4.6,4,50,保定
"清西陵Western Qing Tombs","营业状态调整频繁，建议提前咨询景区。 开放时间：04/01-10/31 08:00-17:30;11/1-3/31 08:30-17:00",4.6,108,78.1,保定
"狼牙山Langya (Wolf’s Tooth) Mountain","夏令时  周一至周日   07:00至17:00 冬令时  周一至周日   07:30至16:00",4.6,5,78,保定
"古莲花池Ancient Lotus Flower Pond","8:00-17:30",4.5,1.5,0.3,保定
"荷花大观园Lotus Grand View Garden","05/01-10/31 08:00-18:00",4.4,2.5,50,保定
"直隶总督署Government Department","9:00-17:00，16:30停止入场",4.5,1.5,20,保定
"北岳庙Beiyue Temple","全年 08:30-17:00",4.6,1.5,28.8,保定
"定州贡院Dingzhou Test Hall","全年 08:00-17:00",4.5,1,7,保定
"冉庄地道战遗址Ranzhuang Tunnel Warfare Site","周二-周日9:00-16:30，周一闭馆。",4.5,3,0,保定
"鱼谷洞泉自然风景区Yugudong Natural Scenic Area","8:00-17:00",4.2,2,65,保定
"西胜沟Xishenggou Gorge","6:00-18:00",4.3,12,35,保定
"十瀑峡Shipu Canyon","5月1日-10月31日7:00-18:00(16:00停止入场）；11月1日-次年4月30日8:30-17:30(15:30停止入场）。",4.2,3,42,保定
"天生桥风景区Tianshengqiao Scenic Area","8:00-16:00",4.5,72,64.3,保定
"白洋淀文化苑Baiyangdian Culture Yuan","全年 07:00-16:30",3.7,2.5,10,保定
"满城汉墓Mancheng Han Tomb","8:30-17:00",4.3,2.5,0.5,保定
"易水湖景区Yishui Lake","全年 08:00-17:00;全年 08:00-17:30",4.5,2,80,保定
"龙门天关The Natural Pass of Longmen (North Gate)","8:00-17:00",3.8,2,55,保定
"灵山聚龙洞Lingshan Julong Cave","全年 8:30-17:00",4.4,2.5,34.7,保定
"云蒙山皇家森林公园Yunmengshan Royal Forest Park","8:00-17:00",4.2,12,9,保定
"永福寺Yongfu Temple","4月1日-10月31日：8:00-17:00，11月1日-次年3月31日：8:30-17:00。",4.3,1.5,11,保定
"百花岭生态旅游区Baihualing Ecology Tourist Zone","全年 全天开放",5,1,280,保山
"腾冲热海风景区Tengchong Thermal Sea Scenic Area","全年 09:00-18:00",4.6,3,50,保山
"和顺古镇Heshun Ancient Town","古镇全天开放；景区内景点开放时间详见景区公示。",4.5,108,55,保山
"火山地热国家地质公园Tengchong Volcanic Geothermal National Geological Park","8:00-18:00",4.2,108,35,保山
"北海湿地Beihai Wetlands","8:30-19:00",4.4,12,55,保山
"黑鱼河Heiyu River","随火山公园开放时间8:00-19:00",4.1,1,35,保山
"来凤山","8:00--18:00",4.2,3.5,7,保山
"叠水河瀑布Dieshuihe Waterfall","8:00-17:00",4.4,2.5,9,保山
"热海大滚锅Dagunguo Scenic Resort","包含在火山热海风景区内，火山热海风景区全天开放，内部景点以景区现场公示为准。",4.7,3.5,50,保山
"樱花谷景区Yinghuagu Sceneic Area","8:00-18:30，具体开放时间详见景区公示。",4.2,4.5,60,保山
"云峰山Clouds Peak Mountain","8:00-18:00，具体开放时间详见景区公示。",4.4,2,158,保山
